Material Entity,Social Relation,Sentence
sword,priest,"The Nambūtiri priest then reminds the boy of his duty as a Kshatriya, and gives him a sword as a symbol of his pre-ordained function in society."
sword,priest,"Then the chief priest dons a red silk cloth, and takes in his hand a chopper-like sword in shape something like a small bill-hook, while the goats are taken to a certain room within the temple."
sword,spouse,"With them, the girl’s spouse is represented by a drum instead of a sword, and she bows to it."
sword,virgin,"your father Giri Rāzu Kamadēva Jamadhagni Mamuni beheaded the trunk; silently Jamadhagni cut off the arms; did you, the headless trunk in Kamadhenuvanam, the headless trunk of Jamadhagni, your father’s golden sword, did you ask to be born a virgin in the snake pit?"
sword,sorcerer,"The last heir who was in possession of the idol, sword, bangle, beads, and wand of the sorcerer, handed them over to the Rev. W. J. Richards in 1881.’"
sword,priest,"In the larger sthānas a sword is always kept near the Bhūta, to be held by the officiating priest when he stands possessed and trembling with excitement before the people assembled for worship.14 A bell or gong is also found in all Bhūtasthānams."
sword,priest,"There is a Tamil proverb that the Siva Brāhman (temple priest) eats well, whereas the Vīramushti hurts himself with the sword, and suffers much."
sword,adversary,"One day Visvakarma observed the ground to crack near him, and a kiritam or royal diadem appeared issuing out of the bowels of the earth, which Visvakarma mistook for the head of his adversary, and made a cut at it with his sword, but only struck off the kiritam."
sword,novice,"In an account of the initiation ceremony of the Basavis of the Bellary district Mr. F. Fawcett writes as follows.22 “A sword with a lime stuck on its point is placed upright beside the novice, and held in her right hand."
sword,enemy,"On this, Visvakarma took his sword, mounted his aerial car, and flew through the regions of ether to the banks of the Ganga river, where he anxiously waited the birth of his enemy."
sword,priest,"Some Brāhmans repeat mantrams, and the elephant, the priest on his back and the sword in his hand, all three are supposed to tremble violently."
sword,priest,"One of them, very handsomely caparisoned, had on its back a priest (Mūssad) carrying a sword smothered in garlands of red flowers representing the goddess."
sword,son,"In Palghat, when the Kapradan dies, the Rāja is informed, and he sends to the chief mourner (the son) a sword, a shield, a spear, a few small guns with some gunpowder, a silver bangle, and a few necklaces."
sword,priest,"Then the chief priest, with a chopper-like sword, decapitates the goats, and sacrifices several cocks."
sword,preceptor,"thou with the great sword in thy hands, the great trident, dry up the cow’s udder even as a tiger, I swear by thee and my preceptor."
sālagrāma,guru,"Some keep a brindāvanam, representing the grave of their guru, along with a sālagrāma stone, which is worshipped at the close of the Dēvata pūja."
sālagrāma,owner,"It is quite round with two chakrams, but it is not a particularly safe one to possess, and is described as a ‘furious sālagrāma,’ for, if not worshipped with sufficient ardour, it will resent the neglect, and ruin the owner."
sāmai,mother,"The mother-in-law then ties round her neck a string of beads (māle mani), and leads her to the outer room (edumane), where cooked sāmai (Panicum miliare) and milk is given to her."
table,wife,"The Uppiliyans say that they are descended from a man who was created to provide salt for the table of their god, but lost the favour of the deity because his wife bartered the salt for some glass bangles."
table,father,"The measurements of a single family are recorded in the following table:— The father was a typical Chinaman, whose only grievance was that, in the process of conversion to Christianity, he had been obliged to “cut him tail off.”"
table,widow,"This revolting ceremony concluded, and a last salutation given by the widow to her dead husband, arches of bamboo were attached to the cot, which was covered over with a coloured table-cloth hiding the corpse from sight."
table,official,"But the custom continues, and the official, who, of all men, can afford to pay for what he eats, enjoys the privileges akin to those of the time of Louis XIV’s court, and the poor fisherman has to toil by night to supply the rich official’s table with a delicious dish about gratis.”"
table,husband,"This revolting ceremony concluded, and a last salutation given by the widow to her dead husband, arches of bamboo were attached to the cot, which was covered over with a coloured table-cloth hiding the corpse from sight."
table,headman,"In the following table, the cephalic index of the Bants is compared with that of the Billavas and Shivalli Brāhmans:— The headman among the Bants is generally called Guttinayya, meaning person of the guttu or site."
table,goddess,"Thus, the anna table is composed of the syllables of Tiripurasundari, the goddess at Madura, which is a great centre for Nāttukōttai Chettis."
table,watchman,"After reaping, the members of the castes named in the table below receive a small portion of the corn for their services rendered to the farmers in the course of the months during which cultivation has been carried on:—  “The Pulayans receive, in return for watching, a small portion of the field near the watchman’s rest-hut, which is left unreaped for him."
table,fisherman,"But the custom continues, and the official, who, of all men, can afford to pay for what he eats, enjoys the privileges akin to those of the time of Louis XIV’s court, and the poor fisherman has to toil by night to supply the rich official’s table with a delicious dish about gratis.”"
tamarind,bridegroom,"The bridegroom then places a few tamarind seeds in the brass vessel, but the bride objects to this, and demands money, accompanying the demand with strokes of the stick."
